date,Temperature,Rain,Wd,Ws,Pres,RH,dew point Max,dew point Avg,dew point Min,Classes
2012-06-17,30,0.6,,16,1016.3,89,22,20.8,19,not fire
2012-06-18,31,0.3,,14,1014.6,78,22,20.2,9,not fire
2012-06-19,31,0.1,,16,1011.5,55,24,20.6,18,not fire
2012-06-20,30,0.4,,16,1013,80,23,21.8,18,not fire
2012-06-21,30,0,,14,1014,78,23,20.5,18,fire
2012-06-22,31,0.1,,17,1016.6,67,23,19.8,16,not fire
2012-06-23,32,0.1,,18,1018,62,23,20.7,17,fire
2012-06-24,32,0,,17,1018.2,66,24,22,19,fire
2012-06-25,31,0,,15,1018.3,64,23,20.8,18,fire
2012-06-26,31,0,,18,1019.1,64,23,19.4,16,fire
2012-06-27,34,0,,18,1016.6,53,23,18,14,fire
2012-06-28,32,0,,14,1012.2,55,23,19.3,14,fire
2012-06-29,32,0.3,,13,1010.6,47,23,18.3,13,not fire
2012-06-30,33,0,,14,1011.5,50,23,18.7,13,fire
2012-07-01,29,1,,19,1012.8,68,22,20.1,17,not fire
2012-07-02,27,1.2,,19,1017.1,75,22,19.9,17,not fire
2012-07-03,32,0.7,,20,1015.1,76,22,20.8,19,not fire
2012-07-04,33,0,,17,1011.4,78,23,21.8,20,not fire
2012-07-05,33,0,,14,1009,66,24,21.5,19,fire
2012-07-06,32,0,,14,1011.3,63,24,19.2,13,fire
2012-07-07,35,0.2,,18,1010.9,64,25,21.1,15,not fire
2012-07-08,33,0,,19,1010.7,68,25,23.7,22,fire
2012-07-09,32,1.4,,14,1012.7,68,25,24.4,23,not fire
2012-07-10,33,0.7,,13,1012.4,69,26,23.4,17,not fire
2012-07-11,33,0,,14,1014.3,76,26,25.1,24,not fire
2012-07-12,31,0.1,,13,1016.6,75,26,24.5,23,not fire
2012-07-13,34,0,,15,1014.4,81,25,24.1,23,not fire
2012-07-14,34,0.6,,13,1009.6,61,24,20.4,15,not fire
2012-07-15,30,0.4,,19,1016.3,80,24,22.2,20,not fire
2012-07-16,28,0,,21,1022.9,76,20,19.6,18,not fire
2012-07-17,29,0,,14,1023.6,70,19,18.3,16,fire
2012-07-18,31,0,,14,1020.5,68,20,17.1,10,fire
2012-07-19,35,0,,17,1013.9,59,23,18.7,14,fire
2012-07-20,33,0.1,,15,1011.8,65,25,21.8,17,fire
2012-07-21,33,0,,17,1014.2,70,24,22,19,fire
2012-07-22,28,0.1,,18,1016.3,79,23,19.9,18,not fire
2012-07-23,27,0.4,,22,1014.3,66,19,16.9,13,not fire
2012-07-24,28,0.1,,16,1014.4,78,20,18.1,15,not fire
2012-07-25,31,0,,18,1014.5,65,22,19.6,17,fire
2012-07-26,36,0,,19,1012.9,53,25,21.8,19,fire
2012-07-27,36,0,,13,1011.1,48,24,20.4,15,fire
2012-07-28,33,0,,15,1011.7,76,23,22,19,fire
2012-07-29,32,0,,15,1014.2,73,24,21.7,18,fire
2012-07-30,31,0,,15,1016.7,79,25,23.4,22,fire
2012-07-31,35,0,,17,1015.4,64,25,23.4,22,fire
2012-08-01,36,0,,14,1012.1,45,25,21.2,17,not fire
2012-08-02,35,0.4,,12,1011.6,55,26,21.1,16,not fire
2012-08-03,35,0.3,,14,1012.1,63,26,23.6,16,not fire
2012-08-04,34,0,,13,1011.5,69,25,23,19,fire
2012-08-05,34,0,,13,1008.8,65,26,23,17,fire
2012-08-06,32,0,,14,1014,75,24,20.3,16,fire
2012-08-07,32,0,,16,1017.3,69,27,23.3,19,fire
2012-08-08,32,0.3,,18,1015.7,60,27,24.5,19,not fire
2012-08-09,35,0,,17,1017.6,59,27,23.4,17,fire
2012-08-10,35,0,,14,1016.7,55,28,22.6,18,fire
2012-08-11,35,0,,13,1014.7,63,25,21.7,17,fire
2012-08-12,35,0.3,,13,1011.3,51,24,18,14,not fire
2012-08-13,35,0,,15,1010.9,63,25,19.6,15,fire
2012-08-14,33,0,,14,1012,66,25,21.3,17,fire
2012-08-15,36,0.3,,13,1012.4,55,25,21.2,16,fire
2012-08-16,36,0.3,,18,1014.7,61,25,21.2,17,fire
2012-08-17,37,0,,18,1014,52,27,21,15,fire
2012-08-18,36,0,,18,1014.3,54,25,19.6,14,fire
2012-08-19,35,0,,19,1016.5,62,26,21.6,16,fire
2012-08-20,35,0,,19,1018,68,26,22.2,19,fire
2012-08-21,36,0,,19,974.3,58,25,20.7,16,fire
2012-08-22,36,0,,18,1014.5,55,26,19.8,14,fire
2012-08-23,36,0,,16,1011.1,53,25,20.3,13,fire
2012-08-24,34,0,,14,1010.5,64,26,22.4,17,fire
2012-08-25,35,0,,15,1012.2,60,24,19,14,fire
2012-08-26,31,0,,18,1016.5,78,26,21.8,18,fire
2012-08-27,33,0,,21,1017.6,82,24,23.1,22,fire
2012-08-28,34,0,,16,1016.6,64,25,22.2,20,fire
2012-08-29,35,0,,18,1015.2,48,25,19.5,14,fire
2012-08-30,35,0.8,,17,1015.1,70,26,21.9,14,not fire
2012-08-31,28,16.8,,21,1017.8,80,23,20.4,18,not fire
2012-09-01,25,7.2,,17,1017.5,76,20,18.1,17,not fire
2012-09-02,22,10.1,,15,1018.2,86,17,14.9,13,not fire
2012-09-03,25,3.8,,15,1017.2,78,17,15.8,15,not fire
2012-09-04,29,0.1,,17,1016.1,73,19,16.2,13,not fire
2012-09-05,29,0,,16,1016.1,75,20,18.6,16,fire
2012-09-06,29,0.1,,19,1017.8,74,21,20.3,19,not fire
2012-09-07,31,0.3,,17,1018.9,71,23,21.4,19,not fire
2012-09-08,30,0.9,,17,1017.7,73,24,22.6,21,not fire
2012-09-09,30,1,,15,1016.9,77,24,22.3,21,not fire
2012-09-10,33,1.8,,12,1015,73,24,21.7,19,not fire
2012-09-11,30,1.8,,21,1014.9,77,24,19.9,14,not fire
2012-09-12,29,0,,13,1014.5,88,23,21.4,20,not fire
2012-09-13,25,4.6,,21,1012.4,86,21,18.8,17,not fire
2012-09-14,22,8.3,,26,1013.5,76,18,16.7,16,not fire
2012-09-15,24,0.4,,15,1015.1,82,19,16.4,15,not fire
2012-09-16,30,0,,14,1014.5,65,20,15.7,13,not fire
2012-09-17,31,0,,14,1013.7,52,21,15.8,11,fire
2012-09-18,32,0,,11,1012.4,49,23,16.8,10,fire
2012-09-19,29,0,,14,1012.8,57,23,19.2,11,fire
2012-09-20,28,0,,18,1016.3,84,23,22,21,fire
2012-09-21,31,0,,11,1014.8,55,24,20.8,18,fire
2012-09-22,31,0.6,,19,1013.2,50,23,18.1,11,not fire
2012-09-23,32,0.5,,11,1013.4,54,24,19.9,16,not fire
2012-09-24,29,0.6,,19,1014,65,23,18.7,13,not fire
2012-09-25,26,5.8,,21,1011,81,21,19.2,16,not fire
2012-09-26,31,0,,11,1009.4,54,23,20.3,17,not fire
2012-09-27,31,0,,11,1010,66,23,21,19,fire
2012-09-28,32,0.7,,14,1007.3,47,24,21.5,20,not fire
2012-09-29,26,1.8,,16,1012.8,80,20,18.3,16,not fire
2012-09-30,25,1.4,,14,1015.7,78,19,17.3,15,not fire
